time,PPG
0.000,0.43597
0.032,0.42131
0.064,0.41544
0.096,0.40958
0.128,0.40665
0.160,0.41056
0.192,0.40665
0.224,0.4086
0.256,0.45259
0.288,0.5347
0.320,0.58456
0.352,0.60117
0.384,0.59824
0.416,0.57185
0.448,0.52102
0.480,0.4956
0.512,0.49365
0.544,0.48387
0.576,0.46823
0.608,0.44868
0.640,0.43109
0.672,0.41838
0.704,0.41349
0.736,0.41251
0.768,0.41935
0.800,0.42033
0.832,0.41349
0.864,0.42815
0.896,0.4868
0.928,0.55816
0.960,0.59042
0.992,0.58651
1.024,0.56305
1.056,0.51711
1.088,0.47996
1.120,0.46725
1.152,0.45259
1.184,0.43304
1.216,0.42229
1.248,0.41349
1.280,0.41153
1.312,0.41447
1.344,0.4174
1.376,0.41935
1.408,0.42033
1.440,0.41349
1.472,0.41447
1.504,0.45357
1.536,0.53666
1.568,0.5738
1.600,0.57869
1.632,0.56403
1.664,0.52102
1.696,0.48583
1.728,0.46237
1.760,0.45064
1.792,0.43206
1.824,0.42131
1.856,0.41349
1.888,0.4086
1.920,0.40762
1.952,0.40762
1.984,0.41056
2.016,0.41251
2.048,0.40469
2.080,0.41447
2.112,0.49267
2.144,0.565
2.176,0.60411
2.208,0.60997
2.240,0.60117
2.272,0.56305
2.304,0.5132
2.336,0.49658
2.368,0.48583
2.400,0.46823
2.432,0.45846
2.464,0.44575
2.496,0.42424
2.528,0.40958
2.560,0.40958
2.592,0.41056
2.624,0.41153
2.656,0.40958
2.688,0.41251
2.720,0.45552
2.752,0.53763
2.784,0.58651
2.816,0.6002
2.848,0.58944
2.880,0.54545
2.912,0.49169
2.944,0.47019
2.976,0.4653
3.008,0.45552
3.040,0.44086
3.072,0.4174
3.104,0.41056
3.136,0.40469
3.168,0.40176
3.200,0.39394
3.232,0.38807
3.264,0.38514
3.296,0.3783
3.328,0.39687
3.360,0.45748
3.392,0.52981
3.424,0.57087
3.456,0.57674
3.488,0.55132
3.520,0.5044
3.552,0.47996
3.584,0.47019
3.616,0.46334
3.648,0.44868
3.680,0.43206
3.712,0.41447
3.744,0.40567
3.776,0.40176
3.808,0.39883
3.840,0.39785
3.872,0.38905
3.904,0.37928
3.936,0.39101
3.968,0.44966
4.000,0.52688
4.032,0.56891
4.064,0.57576
4.096,0.55816
4.128,0.52004
4.160,0.48778
4.192,0.47898
4.224,0.46628
4.256,0.44673
4.288,0.43011
4.320,0.41935
4.352,0.41251
4.384,0.41153
4.416,0.40958
4.448,0.41056
4.480,0.42131
4.512,0.42229
4.544,0.43011
4.576,0.4956
4.608,0.58553
4.640,0.61779
4.672,0.6217
4.704,0.60704
4.736,0.56794
4.768,0.52102
4.800,0.49853
4.832,0.49169
4.864,0.47605
4.896,0.45943
4.928,0.44379
4.960,0.42717
4.992,0.41447
5.024,0.40665
5.056,0.41056
5.088,0.41642
5.120,0.41349
5.152,0.41153
5.184,0.45357
5.216,0.52884
5.248,0.57674
5.280,0.59042
5.312,0.5826
5.344,0.54839
5.376,0.49853
5.408,0.48094
5.440,0.4741
5.472,0.45748
5.504,0.44086
5.536,0.42424
5.568,0.41349
5.600,0.41349
5.632,0.42033
5.664,0.42326
5.696,0.42326
5.728,0.41544
5.760,0.41056
5.792,0.43695
5.824,0.50342
5.856,0.55327
5.888,0.57967
5.920,0.57771
5.952,0.53079
5.984,0.48974
6.016,0.46921
6.048,0.46432
6.080,0.44966
6.112,0.43109
6.144,0.42033
6.176,0.41447
6.208,0.41544
6.240,0.42033
6.272,0.42424
6.304,0.42424
6.336,0.4174
6.368,0.42229
6.400,0.48485
6.432,0.55914
6.464,0.59922
6.496,0.61095
6.528,0.60215
6.560,0.56891
6.592,0.51906
6.624,0.48876
6.656,0.47507
6.688,0.46334
6.720,0.44966
6.752,0.43304
6.784,0.41642
6.816,0.4086
6.848,0.40469
6.880,0.40567
6.912,0.40567
6.944,0.40078
6.976,0.40371
7.008,0.44086
7.040,0.52004
7.072,0.5738
7.104,0.58553
7.136,0.57869
7.168,0.55034
7.200,0.49756
7.232,0.46628
7.264,0.45357
7.296,0.43793
7.328,0.42424
7.360,0.41251
7.392,0.40469
7.424,0.39394
7.456,0.38905
7.488,0.39296
7.520,0.38807
7.552,0.38319
7.584,0.37732
7.616,0.39785
7.648,0.47116
7.680,0.54643
7.712,0.57185
7.744,0.565
7.776,0.5435
7.808,0.49951
7.840,0.4653
7.872,0.4565
7.904,0.45259
7.936,0.43695
7.968,0.41935
8.000,0.40762
8.032,0.40762
8.064,0.40665
8.096,0.40469
8.128,0.40176
8.160,0.39394
8.192,0.38905
8.224,0.40274
8.256,0.47116
8.288,0.53959
8.320,0.56598
8.352,0.55523
8.384,0.52395
8.416,0.48583
